product_category_name,product_weight_g,product_length_cm,product_height_cm,product_width_cm
fashion_calcados,900,19,9,20
ferramentas_jardim,8650,40,30,20
pet_shop,650,21,12,52
esporte_lazer,50,20,11,11
moveis_decoracao,1050,45,5,30
livros_interesse_geral,1500,25,7,19
portateis_casa_forno_e_cafe,4800,16,4,11
beleza_saude,2570,24,23,21
cama_mesa_banho,1850,40,10,30
alimentos_bebidas,2800,27,19,24
cama_mesa_banho,2250,35,20,30
informatica_acessorios,150,16,23,13
automotivo,577,24,14,13
utilidades_domesticas,1625,37,15,28
fashion_bolsas_e_acessorios,300,16,8,11
esporte_lazer,1250,23,23,23
automotivo,30000,60,60,60
livros_interesse_geral,350,33,6,22
moveis_cozinha_area_de_servico_jantar_e_jardim,1700,100,3,60
beleza_saude,650,16,10,11
esporte_lazer,2000,22,20,22
esporte_lazer,2500,20,11,11
informatica_acessorios,1200,26,12,26
moveis_decoracao,1200,16,34,34
agro_industria_e_comercio,300,20,20,20
papelaria,400,31,2,22
esporte_lazer,400,26,3,15
relogios_presentes,450,18,23,18
cama_mesa_banho,200,16,6,20
automotivo,5900,53,43,11
utilidades_domesticas,1500,45,25,35
beleza_saude,1317,22,28,17
utilidades_domesticas,7550,42,11,64
fashion_bolsas_e_acessorios,100,16,3,17
cama_mesa_banho,600,50,8,40
esporte_lazer,350,27,10,16
bebes,122,17,12,14
brinquedos,2500,30,10,34
moveis_decoracao,650,35,2,25
beleza_saude,2400,30,20,20
relogios_presentes,381,18,12,15
telefonia,275,16,5,11
cama_mesa_banho,1250,20,20,20
moveis_decoracao,2950,69,11,11
beleza_saude,200,16,10,16
esporte_lazer,250,16,17,22
bebes,550,50,10,50
ferramentas_jardim,250,17,7,13
cama_mesa_banho,20700,58,50,49
brinquedos,2483,42,22,30
cama_mesa_banho,1500,37,9,30
esporte_lazer,1400,16,16,16
fashion_roupa_masculina,100,16,2,11
informatica_acessorios,167,16,14,13
moveis_decoracao,1300,25,25,20
cama_mesa_banho,11150,45,18,38
esporte_lazer,1800,72,22,11
esporte_lazer,5200,20,22,22
moveis_decoracao,6100,35,15,30
moveis_decoracao,30000,70,60,60
ferramentas_jardim,2400,40,15,30
esporte_lazer,15450,16,105,55
perfumaria,249,19,13,15
construcao_ferramentas_iluminacao,1450,20,20,20
livros_tecnicos,1300,27,2,19
papelaria,8000,30,55,35
moveis_decoracao,3000,70,55,70
telefonia_fixa,200,19,3,11
esporte_lazer,5150,27,26,25
cool_stuff,1600,60,5,36
beleza_saude,210,33,8,19
cama_mesa_banho,300,16,22,11
relogios_presentes,225,20,12,13
informatica_acessorios,4400,19,23,19
construcao_ferramentas_construcao,3100,24,7,24
telefonia_fixa,2550,100,20,30
papelaria,1400,35,46,31
moveis_decoracao,1700,40,10,40
artigos_de_natal,4450,50,8,45
esporte_lazer,1033,46,32,14
informatica_acessorios,200,20,15,15
casa_construcao,900,32,24,11
moveis_decoracao,1100,30,6,32
cama_mesa_banho,500,16,16,16
cama_mesa_banho,8550,50,20,45
audio,600,16,10,24
bebes,400,30,14,21
pet_shop,5500,26,47,27
informatica_acessorios,4300,28,23,20
esporte_lazer,600,16,6,15
cama_mesa_banho,1975,41,13,31
livros_importados,600,29,2,22
eletroportateis,1050,20,20,20
pet_shop,1700,50,20,40
beleza_saude,550,16,20,16
utilidades_domesticas,1350,44,22,30
construcao_ferramentas_construcao,600,16,11,11
beleza_saude,367,18,14,17
telefonia,300,16,5,11
esporte_lazer,500,20,10,15
relogios_presentes,210,18,12,17
moveis_decoracao,1600,35,6,32
cama_mesa_banho,500,28,10,23
cama_mesa_banho,300,28,13,12
malas_acessorios,750,25,55,40
automotivo,300,16,5,11
cama_mesa_banho,567,45,4,35
pet_shop,300,17,12,14
seguros_e_servicos,400,26,22,11
brinquedos,600,35,8,20
esporte_lazer,1675,60,15,15
informatica_acessorios,600,19,5,15
cama_mesa_banho,4940,65,18,55
fashion_bolsas_e_acessorios,100,16,11,13
automotivo,617,22,17,15
informatica_acessorios,580,32,13,17
beleza_saude,450,40,7,20
automotivo,100,18,9,16
moveis_escritorio,21450,101,8,60
brinquedos,250,17,7,18
audio,150,27,5,20
cool_stuff,1000,16,19,15
beleza_saude,188,18,18,18
construcao_ferramentas_construcao,1800,20,6,20
bebes,500,25,4,18
climatizacao,300,16,10,11
cama_mesa_banho,450,16,20,30
moveis_decoracao,350,69,11,11
automotivo,3500,25,5,25
informatica_acessorios,600,38,2,29
papelaria,1900,18,38,30
esporte_lazer,3720,26,32,33
cama_mesa_banho,700,45,15,30
livros_importados,700,29,2,22
esporte_lazer,1400,26,18,18
informatica_acessorios,150,41,2,29
consoles_games,300,20,5,15
moveis_decoracao,350,16,28,16
ferramentas_jardim,700,16,3,12
instrumentos_musicais,1400,31,50,31
utilidades_domesticas,250,25,10,15
utilidades_domesticas,465,17,14,19
fashion_roupa_masculina,800,40,6,30
esporte_lazer,7700,59,38,42
brinquedos,400,22,14,14
eletrodomesticos,400,55,13,12
esporte_lazer,150,19,7,16
moveis_cozinha_area_de_servico_jantar_e_jardim,15800,60,105,15
ferramentas_jardim,700,21,14,17
cama_mesa_banho,1300,50,5,50
telefonia,275,18,4,12
telefonia_fixa,394,21,16,17
moveis_decoracao,700,35,20,35
fashion_bolsas_e_acessorios,350,16,2,20
pet_shop,300,20,30,20
brinquedos,192,20,16,12
utilidades_domesticas,350,27,10,27
relogios_presentes,700,20,13,15
relogios_presentes,275,18,9,12
beleza_saude,1375,23,14,16
brinquedos,10408,65,40,54
consoles_games,900,20,20,16
utilidades_domesticas,800,30,40,30
beleza_saude,3350,36,22,22
beleza_saude,342,18,14,14
telefonia_fixa,700,16,8,16
beleza_saude,50,16,3,15
utilidades_domesticas,9700,25,60,25
eletronicos,150,24,8,16
moveis_escritorio,16750,58,28,58
brinquedos,19500,45,50,45
automotivo,3750,33,20,33
eletronicos,175,22,12,16
utilidades_domesticas,1950,23,65,23
perfumaria,150,17,9,11
construcao_ferramentas_iluminacao,750,28,5,25
moveis_decoracao,1200,49,7,40
eletrodomesticos_2,16100,58,19,85
moveis_decoracao,600,35,10,35
esporte_lazer,750,16,5,11
cama_mesa_banho,3200,37,10,40
esporte_lazer,2100,30,20,45
ferramentas_jardim,5683,45,30,30
eletrodomesticos,300,27,13,17
utilidades_domesticas,1100,16,29,11
esporte_lazer,400,25,15,25
papelaria,1350,45,10,50
esporte_lazer,4850,30,25,25
telefonia,500,18,8,16
perfumaria,2500,30,16,30
beleza_saude,5300,25,105,12
automotivo,2050,30,25,30
pet_shop,1250,30,15,30
esporte_lazer,600,16,7,12
moveis_escritorio,7450,52,52,17
perfumaria,100,16,11,14
moveis_escritorio,6025,57,55,22
fashion_bolsas_e_acessorios,400,16,5,16
esporte_lazer,6300,90,15,25
relogios_presentes,1400,33,10,33
utilidades_domesticas,900,26,32,31
bebes,2400,43,50,37
construcao_ferramentas_seguranca,882,18,19,14
moveis_decoracao,13700,100,7,90
utilidades_domesticas,300,50,4,11
brinquedos,350,20,25,20
moveis_decoracao,10050,40,45,40
utilidades_domesticas,1100,40,10,35
esporte_lazer,600,21,19,13
cama_mesa_banho,1750,40,6,30
informatica_acessorios,250,16,7,16
perfumaria,850,20,20,15
bebes,16900,62,35,52
beleza_saude,383,25,11,15
malas_acessorios,6360,31,45,54
ferramentas_jardim,750,24,9,24
moveis_decoracao,500,50,5,30
cama_mesa_banho,3600,35,35,35
papelaria,1500,38,30,28
moveis_decoracao,12950,68,26,44
automotivo,850,16,28,16
utilidades_domesticas,530,17,17,19
automotivo,700,26,10,35
moveis_decoracao,700,21,12,16
papelaria,200,16,10,11
bebes,21200,75,52,25
eletrodomesticos,4920,65,11,33
beleza_saude,1317,20,19,16
utilidades_domesticas,1500,30,14,28
brinquedos,5700,39,30,29
informatica_acessorios,700,28,10,19
cama_mesa_banho,2050,45,22,33
livros_tecnicos,500,23,3,16
esporte_lazer,150,25,25,25
eletronicos,264,19,15,21
fashion_bolsas_e_acessorios,200,16,3,15
esporte_lazer,1325,24,24,20
cool_stuff,19500,71,76,50
cama_mesa_banho,3300,44,18,34
beleza_saude,750,20,20,20
relogios_presentes,547,21,12,16
eletroportateis,575,20,11,17
utilidades_domesticas,1000,20,10,20
beleza_saude,350,35,16,20
beleza_saude,3600,40,11,21
malas_acessorios,400,65,11,11
brinquedos,1700,36,18,27
moveis_decoracao,1500,59,10,25
utilidades_domesticas,26950,44,48,44
livros_interesse_geral,250,27,9,18
ferramentas_jardim,8000,49,28,57
esporte_lazer,500,25,15,20
bebes,483,17,24,21
informatica_acessorios,9600,52,19,51
perfumaria,487,21,17,17
utilidades_domesticas,5500,32,32,32
esporte_lazer,300,17,17,12
beleza_saude,667,30,16,16
esporte_lazer,300,18,8,14
esporte_lazer,6650,30,50,30
informatica_acessorios,140,16,11,17
informatica_acessorios,1700,31,12,22
papelaria,750,16,20,35
cama_mesa_banho,750,16,16,16
fashion_bolsas_e_acessorios,1100,42,13,43
automotivo,9250,67,6,20
utilidades_domesticas,145,19,4,12
automotivo,5100,47,19,23
beleza_saude,450,86,15,15
informatica_acessorios,200,30,2,39
sinalizacao_e_seguranca,1350,33,13,20
cama_mesa_banho,950,35,15,25
cool_stuff,517,25,18,22
cool_stuff,423,24,13,16
informatica_acessorios,867,34,15,15
construcao_ferramentas_construcao,100,20,4,25
papelaria,4200,25,55,37
brinquedos,583,18,21,21
bebes,12350,60,32,42
automotivo,350,16,5,11
moveis_decoracao,300,38,15,30
esporte_lazer,200,16,5,13
moveis_decoracao,3150,105,3,70
brinquedos,11600,24,77,24
pet_shop,700,20,11,13
eletroportateis,1150,16,16,16
moveis_decoracao,1500,35,9,25
construcao_ferramentas_construcao,6143,24,13,14
relogios_presentes,440,18,14,17
moveis_escritorio,10850,58,28,58
papelaria,250,21,7,15
cama_mesa_banho,350,47,4,35
beleza_saude,150,20,20,15
cool_stuff,700,25,5,15
utilidades_domesticas,1600,42,15,24
sinalizacao_e_seguranca,300,20,11,15
esporte_lazer,1200,20,35,26
automotivo,3150,100,3,42
relogios_presentes,153,17,11,15
moveis_decoracao,250,24,3,12
eletronicos,175,21,11,13
beleza_saude,200,18,11,13
livros_interesse_geral,300,24,3,18
casa_construcao,600,39,12,12
cool_stuff,850,31,20,32
informatica_acessorios,250,17,10,13
papelaria,1475,40,33,24
automotivo,1700,45,20,45
pet_shop,6372,64,17,52
moveis_sala,17800,70,15,24
moveis_decoracao,300,16,2,11
construcao_ferramentas_construcao,6267,30,27,24
esporte_lazer,1150,60,15,15
telefonia,100,23,13,16
moveis_sala,3400,33,13,33
eletrodomesticos_2,1938,32,19,21
utilidades_domesticas,10450,61,28,28
informatica_acessorios,820,48,8,28
market_place,1500,48,9,16
moveis_sala,12400,72,25,22
cama_mesa_banho,7150,40,20,40
utilidades_domesticas,153,30,13,17
consoles_games,800,20,20,20
informatica_acessorios,100,16,8,12
perfumaria,400,20,20,20
fashion_bolsas_e_acessorios,100,24,4,34
moveis_decoracao,22625,66,43,66
instrumentos_musicais,500,30,20,30
automotivo,5575,63,9,63
relogios_presentes,250,16,10,11
casa_conforto,1050,40,20,30
brinquedos,550,29,18,28
ferramentas_jardim,2100,32,16,31
eletrodomesticos,21000,63,21,37
brinquedos,10800,55,18,19
informatica_acessorios,100,23,13,13
moveis_decoracao,1600,45,7,35
fashion_bolsas_e_acessorios,100,16,7,15
brinquedos,575,23,17,20
informatica_acessorios,5690,30,23,25
artes,1650,30,4,30
utilidades_domesticas,550,30,16,25
moveis_decoracao,1200,69,11,11
informatica_acessorios,1600,25,9,25
utilidades_domesticas,16000,30,30,30
eletronicos,550,16,5,20
beleza_saude,775,28,15,16
perfumaria,442,23,15,17
informatica_acessorios,1000,34,15,14
climatizacao,1900,21,31,25
moveis_escritorio,2600,40,45,39
sinalizacao_e_seguranca,9350,55,55,22
utilidades_domesticas,7350,56,14,56
utilidades_domesticas,1050,91,13,11
pet_shop,8500,16,15,25
esporte_lazer,200,21,21,21
climatizacao,9200,20,8,15
esporte_lazer,1600,25,15,25
perfumaria,600,30,10,30
beleza_saude,500,18,18,18
automotivo,550,30,5,20
informatica_acessorios,97,65,3,13
automotivo,1100,30,25,25
moveis_decoracao,800,35,15,20
utilidades_domesticas,700,70,10,15
beleza_saude,1106,19,22,18
informatica_acessorios,300,42,8,17
relogios_presentes,533,20,8,11
automotivo,5200,16,2,11
brinquedos,425,16,5,14
bebes,1000,50,19,45
climatizacao,5300,51,22,34
esporte_lazer,300,19,12,12
esporte_lazer,200,16,3,11
informatica_acessorios,1000,20,30,20
cama_mesa_banho,900,50,11,11
fashion_roupa_masculina,400,30,40,11
moveis_decoracao,1200,20,20,20
papelaria,450,16,6,11
ferramentas_jardim,650,30,7,21
ferramentas_jardim,1700,30,25,45
cool_stuff,538,29,13,21
automotivo,325,25,25,25
automotivo,2100,16,2,11
brinquedos,300,16,16,16
esporte_lazer,150,16,2,11
relogios_presentes,160,18,12,17
alimentos,1358,27,21,20
automotivo,850,23,7,38
esporte_lazer,1123,32,25,23
livros_interesse_geral,450,28,6,19
informatica_acessorios,200,29,5,20
automotivo,1600,24,19,20
esporte_lazer,4000,82,15,22
eletronicos,190,19,16,10
esporte_lazer,3663,27,27,27
brinquedos,958,65,15,50
consoles_games,275,17,6,12
ferramentas_jardim,600,25,40,25
moveis_decoracao,700,60,7,11
automotivo,6850,64,5,39
brinquedos,6150,60,17,34
brinquedos,950,23,24,23
ferramentas_jardim,900,20,20,20
fashion_bolsas_e_acessorios,150,16,12,16
beleza_saude,700,31,13,21
moveis_cozinha_area_de_servico_jantar_e_jardim,6400,16,2,11
perfumaria,390,22,11,16
eletronicos,900,70,5,11
construcao_ferramentas_construcao,2220,54,10,11
moveis_decoracao,10400,40,42,40
cool_stuff,4950,48,46,15
telefonia_fixa,2400,26,26,26
consoles_games,150,20,13,15
informatica_acessorios,510,18,17,13
eletronicos,600,30,8,18
moveis_decoracao,2000,39,42,39
livros_interesse_geral,800,30,5,30
beleza_saude,567,19,10,13
esporte_lazer,300,30,5,20
informatica_acessorios,4400,35,15,30
portateis_casa_forno_e_cafe,450,32,11,11
bebes,6850,48,25,34
eletroportateis,400,16,35,25
cama_mesa_banho,2800,33,19,45
papelaria,300,16,11,11
utilidades_domesticas,800,16,2,11
cool_stuff,150,20,6,15
esporte_lazer,450,29,25,26
cama_mesa_banho,600,63,15,28
beleza_saude,700,19,17,15
telefonia,200,18,6,11
informatica_acessorios,400,28,6,20
beleza_saude,1425,17,28,15
eletrodomesticos,950,25,11,15
fashion_roupa_masculina,600,35,35,15
moveis_escritorio,8800,52,51,17
automotivo,100,16,18,14
eletronicos,200,18,10,15
automotivo,200,21,17,17
utilidades_domesticas,2000,33,35,33
ferramentas_jardim,340,14,16,13
utilidades_domesticas,800,25,10,25
utilidades_domesticas,2350,25,30,25
esporte_lazer,600,32,18,23
moveis_decoracao,600,22,7,32
relogios_presentes,100,16,3,11
informatica_acessorios,6200,23,12,15
beleza_saude,500,35,12,18
cama_mesa_banho,5050,57,18,51
relogios_presentes,325,25,12,23
beleza_saude,1350,19,28,17
automotivo,1100,42,12,22
fashion_calcados,3000,36,37,16
relogios_presentes,22175,19,9,12
ferramentas_jardim,10100,53,30,38
brinquedos,200,28,13,22
cama_mesa_banho,1950,43,10,33
papelaria,200,21,7,15
cama_mesa_banho,1650,44,24,37
agro_industria_e_comercio,1700,80,22,11
esporte_lazer,200,21,25,21
moveis_decoracao,900,86,4,20
beleza_saude,1200,25,12,19
moveis_decoracao,9000,105,30,30
bebes,139,17,11,15
beleza_saude,400,16,8,11
esporte_lazer,3400,33,25,28
brinquedos,1700,19,27,40
moveis_decoracao,23700,49,42,42
automotivo,5050,47,19,23
cool_stuff,750,42,25,15
cama_mesa_banho,2600,45,17,35
cama_mesa_banho,840,37,23,35
climatizacao,200,20,8,13
instrumentos_musicais,18600,100,15,50
moveis_escritorio,12160,56,51,28
casa_conforto,1600,45,15,35
bebes,500,33,8,31
cama_mesa_banho,2800,40,20,40
perfumaria,295,19,14,14
construcao_ferramentas_seguranca,825,18,14,18
automotivo,3400,30,20,30
moveis_decoracao,400,50,5,30
utilidades_domesticas,6950,35,30,35
beleza_saude,225,18,8,13
telefonia,250,17,4,16
informatica_acessorios,1400,25,15,25
beleza_saude,2500,35,20,20
instrumentos_musicais,200,16,30,16
telefonia,250,18,3,28
ferramentas_jardim,18500,67,58,38
construcao_ferramentas_construcao,1000,60,30,15
consoles_games,900,17,16,13
esporte_lazer,975,20,20,14
malas_acessorios,700,40,15,40
papelaria,600,21,7,15
consoles_games,400,20,10,25
relogios_presentes,850,33,17,12
automotivo,5500,47,19,23
esporte_lazer,150,20,4,15
brinquedos,450,16,16,16
beleza_saude,483,16,16,14
perfumaria,291,20,9,14
relogios_presentes,1650,42,10,42
esporte_lazer,350,20,15,17
esporte_lazer,600,30,20,20
beleza_saude,200,17,10,14
construcao_ferramentas_iluminacao,600,16,16,30
fashion_bolsas_e_acessorios,150,20,10,20
ferramentas_jardim,800,35,8,13
bebes,2250,36,31,19
esporte_lazer,1850,60,15,15
esporte_lazer,2100,60,15,15
construcao_ferramentas_seguranca,1850,37,10,26
cama_mesa_banho,750,34,18,44
construcao_ferramentas_construcao,775,27,24,12
utilidades_domesticas,1450,21,17,22
relogios_presentes,850,48,16,35
fashion_bolsas_e_acessorios,800,16,10,15
cama_mesa_banho,2350,33,8,33
informatica_acessorios,242,22,14,14
audio,900,20,8,11
pet_shop,750,30,15,15
beleza_saude,200,20,20,30
cama_mesa_banho,400,50,11,11
pet_shop,4900,50,20,50
market_place,400,35,15,25
fashion_bolsas_e_acessorios,300,16,5,20
beleza_saude,225,18,19,17
beleza_saude,700,17,20,17
beleza_saude,761,28,13,20
automotivo,100,16,4,12
moveis_decoracao,500,28,8,18
casa_conforto,5700,40,20,40
moveis_decoracao,7000,70,21,16
moveis_decoracao,2700,27,35,23
esporte_lazer,400,18,9,11
papelaria,700,36,6,29
pet_shop,6050,50,10,36
automotivo,540,24,20,18
cama_mesa_banho,1900,34,8,32
beleza_saude,150,20,10,15
cama_mesa_banho,1400,16,16,16
esporte_lazer,1100,57,16,21
moveis_decoracao,600,50,15,40
automotivo,350,20,15,15
informatica_acessorios,1000,17,12,40
beleza_saude,286,16,18,15
moveis_decoracao,12333,55,54,19
utilidades_domesticas,628,21,31,18
ferramentas_jardim,700,33,10,18
perfumaria,700,19,13,16
utilidades_domesticas,250,18,9,12
livros_importados,800,30,2,20
cool_stuff,2100,99,5,47
brinquedos,380,18,18,18
livros_tecnicos,650,23,3,16
moveis_cozinha_area_de_servico_jantar_e_jardim,1600,30,10,20
automotivo,2000,30,28,30
cama_mesa_banho,1600,43,8,33
beleza_saude,583,17,11,12
moveis_sala,13800,59,17,58
esporte_lazer,700,30,15,25
telefonia,355,16,8,12
informatica_acessorios,325,46,8,20
utilidades_domesticas,1000,34,10,21
telefonia,190,30,30,11
informatica_acessorios,350,16,12,12
moveis_decoracao,1700,46,19,15
brinquedos,400,20,31,30
moveis_escritorio,23950,62,16,49
esporte_lazer,150,26,2,21
relogios_presentes,550,16,16,11
moveis_escritorio,18950,31,88,64
automotivo,500,16,38,38
esporte_lazer,3450,100,15,15
moveis_decoracao,3750,30,35,30
esporte_lazer,217,18,13,15
telefonia,250,16,4,20
brinquedos,1550,43,44,43
relogios_presentes,860,22,14,17
beleza_saude,300,16,11,12
informatica_acessorios,540,39,8,21
brinquedos,350,22,22,13
ferramentas_jardim,30000,75,50,50
moveis_decoracao,2100,30,5,20
utilidades_domesticas,1100,25,32,25
moveis_decoracao,1100,40,10,34
casa_construcao,900,40,15,44
fashion_bolsas_e_acessorios,100,16,9,11
cama_mesa_banho,1800,30,10,38
esporte_lazer,225,19,4,11
pcs,14150,52,27,52
brinquedos,823,25,28,28
cama_mesa_banho,750,37,6,35
cama_mesa_banho,3300,45,13,35
cool_stuff,2850,42,25,15
esporte_lazer,418,18,7,13
papelaria,300,16,10,11
esporte_lazer,1080,32,24,23
bebes,1400,40,30,30
livros_interesse_geral,500,22,3,13
relogios_presentes,417,18,11,12
agro_industria_e_comercio,16100,40,42,36
eletronicos,200,24,5,18
informatica_acessorios,250,25,25,25
consoles_games,200,21,7,16
cool_stuff,14100,46,33,27
moveis_decoracao,450,25,5,20
informatica_acessorios,2125,29,18,33
automotivo,850,20,9,15
pet_shop,650,20,18,20
cama_mesa_banho,1400,46,2,36
moveis_decoracao,500,35,7,27
moveis_sala,14500,49,39,17
esporte_lazer,800,30,20,30
informatica_acessorios,300,16,5,20
agro_industria_e_comercio,4600,22,22,22
consoles_games,200,16,16,11
informatica_acessorios,2800,34,35,29
informatica_acessorios,150,16,15,13
automotivo,17200,50,30,30
moveis_decoracao,200,16,10,20
esporte_lazer,1100,40,20,20
utilidades_domesticas,3000,45,13,25
cama_mesa_banho,200,50,8,35
brinquedos,610,39,7,28
moveis_escritorio,14775,63,60,25
informatica_acessorios,650,25,11,15
moveis_decoracao,10000,100,55,11
automotivo,350,33,12,20
cool_stuff,1800,51,15,32
beleza_saude,800,18,18,18
automotivo,250,25,10,15
cama_mesa_banho,1422,42,10,36
telefonia_fixa,456,16,15,17
moveis_decoracao,900,32,17,30
papelaria,1825,38,21,38
eletroportateis,20500,39,39,58
automotivo,1600,55,15,15
beleza_saude,400,18,9,28
papelaria,300,16,16,11
casa_conforto,4250,45,15,35
eletrodomesticos_2,7350,44,14,30
eletronicos,200,21,7,18
utilidades_domesticas,1600,26,25,24
moveis_decoracao,1350,35,24,25
construcao_ferramentas_jardim,2350,22,22,22
automotivo,2233,16,13,10
ferramentas_jardim,400,25,5,11
brinquedos,400,16,23,15
beleza_saude,1150,22,5,16
tablets_impressao_imagem,300,26,10,26
informatica_acessorios,773,19,20,12
utilidades_domesticas,4250,30,35,30
informatica_acessorios,50,16,3,11
pet_shop,974,26,30,28
moveis_decoracao,600,50,2,40
cool_stuff,1330,28,31,21
construcao_ferramentas_construcao,1833,20,18,22
beleza_saude,1650,28,14,20
informatica_acessorios,1450,25,15,25
esporte_lazer,923,18,21,27
informatica_acessorios,200,17,12,13
brinquedos,250,19,7,18
informatica_acessorios,300,16,6,13
telefonia,200,25,10,13
esporte_lazer,250,16,15,16
moveis_decoracao,29700,70,60,60
informatica_acessorios,900,36,16,16
fashion_roupa_feminina,700,20,20,20
utilidades_domesticas,550,19,24,12
eletronicos,250,25,7,16
cama_mesa_banho,2600,45,15,41
moveis_decoracao,12880,48,43,49
cama_mesa_banho,600,16,10,11
bebes,14150,55,30,55
automotivo,633,20,20,16
moveis_decoracao,600,100,15,15
fashion_roupa_masculina,400,16,5,16
moveis_decoracao,14033,101,8,57
utilidades_domesticas,400,25,15,25
automotivo,250,20,10,15
utilidades_domesticas,1200,22,30,22
beleza_saude,300,20,8,26
esporte_lazer,300,30,5,11
utilidades_domesticas,250,25,10,36
relogios_presentes,400,16,27,17
esporte_lazer,600,18,5,18
papelaria,1100,38,30,28
tablets_impressao_imagem,283,22,12,21
moveis_escritorio,16133,63,59,25
papelaria,300,25,11,11
brinquedos,700,26,15,26
utilidades_domesticas,8950,95,6,45
malas_acessorios,200,16,7,11
brinquedos,350,17,14,12
cool_stuff,575,23,16,18
moveis_sala,5000,45,66,14
esporte_lazer,1286,24,21,22
informatica_acessorios,1500,17,33,44
cool_stuff,700,16,2,11
cama_mesa_banho,200,49,10,40
beleza_saude,650,20,15,15
esporte_lazer,1000,34,36,37
casa_conforto,19800,45,15,35
beleza_saude,200,22,2,15
bebes,2950,32,22,16
instrumentos_musicais,3750,18,30,29
relogios_presentes,600,18,18,16
telefonia,550,24,8,18
perfumaria,425,18,13,14
moveis_decoracao,500,80,20,20
cama_mesa_banho,300,33,5,23
pet_shop,550,20,50,20
informatica_acessorios,850,41,8,31
pet_shop,900,35,20,45
cama_mesa_banho,1917,46,9,37
cool_stuff,350,16,11,11
esporte_lazer,700,16,11,11
beleza_saude,1450,30,12,16
papelaria,800,30,40,11
esporte_lazer,450,16,12,12
instrumentos_musicais,6600,30,30,30
cama_mesa_banho,8950,40,25,48
utilidades_domesticas,200,18,4,12
eletroportateis,250,16,35,25
beleza_saude,100,34,2,26
esporte_lazer,200,22,15,22
cama_mesa_banho,1075,43,8,20
eletrodomesticos,1200,20,12,15
automotivo,1300,21,11,16
beleza_saude,150,18,15,12
utilidades_domesticas,550,20,15,15
eletronicos,217,16,13,16
papelaria,1750,28,33,44
eletronicos,200,30,10,20
la_cuisine,1450,74,12,15
utilidades_domesticas,200,25,10,20
pet_shop,700,20,20,20
utilidades_domesticas,250,35,10,15
utilidades_domesticas,2300,30,30,30
papelaria,350,24,7,14
informatica_acessorios,1300,20,30,20
esporte_lazer,900,50,6,20
moveis_decoracao,6300,21,21,42
beleza_saude,200,16,8,11
cama_mesa_banho,1000,43,8,33
informatica_acessorios,693,39,7,16
relogios_presentes,348,18,11,15
cama_mesa_banho,2050,30,5,30
esporte_lazer,500,24,16,16
informatica_acessorios,700,31,13,11
cama_mesa_banho,1640,21,10,29
fashion_bolsas_e_acessorios,300,16,12,16
informatica_acessorios,1240,15,5,9
consoles_games,700,26,12,18
agro_industria_e_comercio,2650,52,13,32
pcs,12100,50,50,25
beleza_saude,688,17,13,16
moveis_decoracao,2300,37,30,20
construcao_ferramentas_construcao,333,25,11,19
cama_mesa_banho,150,16,10,16
automotivo,1200,20,10,20
informatica_acessorios,593,41,13,14
brinquedos,600,26,6,17
cama_mesa_banho,17800,58,40,50
utilidades_domesticas,300,16,25,11
relogios_presentes,200,19,13,13
eletroportateis,3150,37,30,21
bebes,850,39,16,40
cama_mesa_banho,975,28,17,29
informatica_acessorios,13000,66,44,27
pet_shop,1500,22,19,22
brinquedos,1450,42,30,23
informatica_acessorios,500,36,10,9
automotivo,2000,20,21,15
fashion_calcados,400,29,12,23
cool_stuff,3250,30,25,25
cama_mesa_banho,8800,50,25,25
brinquedos,900,30,15,20
esporte_lazer,325,16,5,12
moveis_decoracao,900,25,15,20
brinquedos,1600,40,15,35
moveis_decoracao,1950,69,11,11
sinalizacao_e_seguranca,2350,21,35,21
perfumaria,280,17,14,14
brinquedos,1867,25,18,25
informatica_acessorios,207,19,11,14
perfumaria,517,18,12,19
moveis_decoracao,500,20,10,15
utilidades_domesticas,775,16,16,13
utilidades_domesticas,5400,36,15,29
automotivo,4750,47,19,23
esporte_lazer,1150,16,16,16
moveis_decoracao,2300,45,15,35
papelaria,600,16,11,16
informatica_acessorios,200,16,10,16
malas_acessorios,1400,45,20,35
moveis_decoracao,12200,47,38,37
automotivo,50,20,4,16
fashion_roupa_feminina,300,16,2,11
relogios_presentes,357,17,12,16
papelaria,525,38,33,26
moveis_decoracao,13050,40,48,40
beleza_saude,350,21,14,17
ferramentas_jardim,10650,22,28,44
beleza_saude,200,22,5,15
eletrodomesticos,100,16,3,13
moveis_decoracao,9200,30,30,35
esporte_lazer,2600,30,25,25
alimentos,500,23,23,17
brinquedos,983,24,22,37
automotivo,100,30,2,20
ferramentas_jardim,2300,23,22,19
telefonia,150,17,17,17
utilidades_domesticas,4750,60,5,40
beleza_saude,550,21,4,15
brinquedos,200,17,4,13
cama_mesa_banho,700,35,8,30
automotivo,3100,46,14,25
brinquedos,300,20,10,20
cama_mesa_banho,650,30,3,19
bebes,717,34,24,34
moveis_decoracao,1363,36,6,32
moveis_decoracao,450,69,11,11
fashion_calcados,1500,20,15,35
moveis_decoracao,2850,40,5,44
bebes,280,17,6,11
automotivo,50,18,10,16
esporte_lazer,588,25,28,28
telefonia,700,18,7,20
bebes,200,17,17,15
perfumaria,350,18,8,12
eletrodomesticos,200,18,8,13
eletrodomesticos,3100,64,6,55
eletronicos,175,20,16,20
informatica_acessorios,200,42,9,25
